ID,Num_Atoms,Tag,GDB_Index,A,B,C,Dipole,Alpha,HOMO,LUMO,Gap,R^2,ZPVE,U0,U298,H298,G298,Cv,SMILES,InChI,canonical_smiles,split
dsgdb9nsd_127193,14,gdb,127193,3.42628,1.38257,0.99119,2.9002,73.29,-0.2191,-0.0534,0.1657,1102.5074,0.102139,-429.067104,-429.058614,-429.057669,-429.101068,29.568,CN1C(=N)NN=C1C#N,"InChI=1S/C4H5N5/c1-9-3(2-5)7-8-4(9)6/h1H3,(H2,6,8)	InChI=1S/C4H6N5/c1-9-3(2-5)7-8-4(9)6/h4,6,8H,1H3/t4-/m1/s1",Cn1c(C#N)n[nH]c1=N,train
dsgdb9nsd_127194,15,gdb,127194,3.42465,1.30046,0.94822,2.1708,74.11,-0.2112,-0.0744,0.1368,1158.6062,0.112873,-450.139564,-450.130978,-450.130034,-450.17313,30.253,CN1C(=N)NN=C1C=O,"InChI=1S/C4H6N4O/c1-8-3(2-9)6-7-4(8)5/h2H,1H3,(H2,5,7)	InChI=1S/C4H7N4O/c1-8-3(2-9)6-7-4(8)5/h2,4-5,7H,1H3/t4-/m1/s1",Cn1c(C=O)n[nH]c1=N,train
dsgdb9nsd_127195,15,gdb,127195,2.35248,2.02709,1.09628,2.7875,71.42,-0.244,-0.0605,0.1835,1026.368,0.114752,-450.160836,-450.152958,-450.152014,-450.193378,29.144,CN1C(=N)NN=CC1=O,"InChI=1S/C4H6N4O/c1-8-3(9)2-6-7-4(8)5/h2H,1H3,(H2,5,7)	InChI=1S/C4H6N4O/c1-8-3(9)2-6-7-4(8)5/h2H,1H3,(H2,5,7)",Cn1c(=O)cn[nH]c1=N,train
dsgdb9nsd_127196,15,gdb,127196,2.39973,2.03913,1.11001,2.6603,73.42,-0.2479,-0.0723,0.1757,1018.754,0.114377,-446.286997,-446.278868,-446.277924,-446.320516,29.394,CN1C(=N)NN=NC1=N,"InChI=1S/C3H6N6/c1-9-2(4)6-8-7-3(9)5/h1H3,(H3,4,5,6,7)	InChI=1S/C3H7N6/c1-9-2(4)6-8-7-3(9)5/h2,4H,1H3,(H2,5,6,7)/t2-/m1/s1",Cn1c(=N)nn[nH]c1=N,train
dsgdb9nsd_127199,13,gdb,127199,3.45287,1.38619,0.99529,2.3069,68.37,-0.2481,-0.0747,0.1734,1085.6241,0.08932,-448.921222,-448.913061,-448.912117,-448.955033,28.183,CN1C(=N)ON=C1C#N,"InChI=1S/C4H4N4O/c1-8-3(2-5)7-9-4(8)6/h6H,1H3	InChI=1S/C4H5N4O/c1-8-3(2-5)7-9-4(8)6/h4,6H,1H3/t4-/m0/s1",Cn1c(C#N)noc1=N,test
dsgdb9nsd_127203,15,gdb,127203,2.35635,2.02979,1.09792,1.726,72.9,-0.2497,-0.0696,0.1801,1029.3809,0.113488,-450.108643,-450.100615,-450.099671,-450.141944,29.183,CN1C(=N)ON=CC1=N,"InChI=1S/C4H6N4O/c1-8-3(5)2-7-9-4(8)6/h2,5-6H,1H3	InChI=1S/C4H6N4O/c1-8-3(5)2-7-9-4(8)6/h2,5-6H,1H3",Cn1c(=N)cnoc1=N,train
dsgdb9nsd_127206,13,gdb,127206,2.40906,2.04242,1.11301,1.9768,64.29,-0.2807,-0.107,0.1738,987.1375,0.087994,-486.041936,-486.033915,-486.032971,-486.075338,28.255,CN1C(=N)ON=NC1=O,"InChI=1S/C3H4N4O2/c1-7-2(4)9-6-5-3(7)8/h4H,1H3	InChI=1S/C3H4N4O2/c1-7-2(4)9-6-5-3(7)8/h4H,1H3",Cn1c(=O)nnoc1=N,train
dsgdb9nsd_127210,14,gdb,127210,2.36865,2.02968,1.10058,1.0957,65.98,-0.2707,-0.0687,0.202,1006.1869,0.10277,-470.070531,-470.062786,-470.061842,-470.103304,27.865,CN1C(=O)NN=CC1=O,"InChI=1S/C4H5N3O2/c1-7-3(8)2-5-6-4(7)9/h2H,1H3,(H,6,9)	InChI=1S/C4H5N3O2/c1-7-3(8)2-5-6-4(7)9/h2H,1H3,(H,6,9)",Cn1c(=O)cn[nH]c1=O,test
dsgdb9nsd_127211,13,gdb,127211,2.41912,2.05032,1.11753,2.6176,62.29,-0.2757,-0.0918,0.1839,979.9709,0.089977,-486.093468,-486.085683,-486.084739,-486.126867,27.191,CN1C(=O)NN=NC1=O,"InChI=1S/C3H4N4O2/c1-7-2(8)4-6-5-3(7)9/h1H3,(H,4,5,8,9)	InChI=1S/C3H4N4O2/c1-7-2(8)4-6-5-3(7)9/h1H3,(H,4,5,8,9)",Cn1c(=O)nn[nH]c1=O,train
dsgdb9nsd_127213,12,gdb,127213,3.48019,1.38549,0.99725,2.9121,63.0,-0.2799,-0.0844,0.1955,1065.2916,0.077557,-468.827092,-468.819251,-468.818306,-468.860163,26.879,CN1C(=O)ON=C1C#N,InChI=1S/C4H3N3O2/c1-7-3(2-5)6-9-4(7)8/h1H3	InChI=1S/C4H3N3O2/c1-7-3(2-5)6-9-4(7)8/h1H3,Cn1c(C#N)noc1=O,train
dsgdb9nsd_127216,13,gdb,127216,2.37318,2.04554,1.10623,1.8434,61.99,-0.2962,-0.0895,0.2067,989.9308,0.089065,-489.913785,-489.906093,-489.905149,-489.946615,27.196,CN1C(=O)ON=CC1=O,"InChI=1S/C4H4N2O3/c1-6-3(7)2-5-9-4(6)8/h2H,1H3	InChI=1S/C4H4N2O3/c1-6-3(7)2-5-9-4(6)8/h2H,1H3",Cn1c(=O)cnoc1=O,test
dsgdb9nsd_127217,12,gdb,127217,2.42385,2.0467,1.11746,1.9591,58.98,-0.3041,-0.1171,0.187,967.6443,0.075663,-505.945366,-505.937361,-505.936417,-505.979268,27.316,CN1C(=O)ON=NC1=O,InChI=1S/C3H3N3O3/c1-6-2(7)4-5-9-3(6)8/h1H3	InChI=1S/C3H3N3O3/c1-6-2(7)4-5-9-3(6)8/h1H3,Cn1c(=O)nnoc1=O,train
dsgdb9nsd_127226,16,gdb,127226,2.88563,1.31081,0.91172,6.5801,80.1,-0.2534,-0.0245,0.2288,1241.0339,0.124901,-396.976196,-396.967239,-396.966295,-397.011158,30.813,CN1C=C(C)C(=N1)C#N,"InChI=1S/C6H7N3/c1-5-4-9(2)8-6(5)3-7/h4H,1-2H3	InChI=1S/C6H7N3/c1-5-4-9(2)8-6(5)3-7/h4H,1-2H3",Cc1cn(C)nc1C#N,train
dsgdb9nsd_127227,17,gdb,127227,3.07963,1.38837,0.96868,5.4458,81.71,-0.2203,-0.0345,0.1859,1192.6972,0.136458,-418.044035,-418.03539,-418.034446,-418.077856,31.086,CN1C=C(C)C(=O)C=N1,"InChI=1S/C6H8N2O/c1-5-4-8(2)7-3-6(5)9/h3-4H,1-2H3	InChI=1S/C6H8N2O/c1-5-4-8(2)7-3-6(5)9/h3-4H,1-2H3",Cc1cn(C)ncc1=O,train
dsgdb9nsd_127230,19,gdb,127230,2.83696,1.20655,0.90187,3.0831,80.27,-0.2259,0.0217,0.2476,1319.717,0.159285,-419.231783,-419.222022,-419.221078,-419.267205,34.23,CN1C=C(C)C(CO)=N1,"InChI=1S/C6H10N2O/c1-5-3-8(2)7-6(5)4-9/h3,9H,4H2,1-2H3	InChI=1S/C6H10N2O/c1-5-3-8(2)7-6(5)4-9/h3,9H,4H2,1-2H3",Cc1cn(C)nc1CO,train
dsgdb9nsd_127231,17,gdb,127231,4.26962,1.03275,0.84033,2.3027,78.48,-0.2392,-0.0297,0.2095,1347.2741,0.136089,-418.057162,-418.048222,-418.047278,-418.091899,31.189,CN1C=C(C=N1)C(C)=O,"InChI=1S/C6H8N2O/c1-5(9)6-3-7-8(2)4-6/h3-4H,1-2H3	InChI=1S/C6H8N2O/c1-5(9)6-3-7-8(2)4-6/h3-4H,1-2H3",CC(=O)c1cnn(C)c1,train
dsgdb9nsd_127233,19,gdb,127233,5.46081,0.91876,0.84329,2.2452,84.46,-0.2144,0.0264,0.2408,1412.3804,0.160932,-382.079821,-382.071248,-382.070304,-382.114226,31.316,CN1C=C(C=N1)C1CC1,"InChI=1S/C7H10N2/c1-9-5-7(4-8-9)6-2-3-6/h4-6H,2-3H2,1H3	InChI=1S/C7H10N2/c1-9-5-7(4-8-9)6-2-3-6/h4-6H,2-3H2,1H3",Cn1cc(C2CC2)cn1,train
dsgdb9nsd_127236,18,gdb,127236,4.85403,1.02182,0.88449,2.5141,81.08,-0.1979,0.0246,0.2225,1322.7037,0.149053,-398.111519,-398.103089,-398.102145,-398.145894,30.416,CN1C=C(C=N1)N1CC1,"InChI=1S/C6H9N3/c1-8-5-6(4-7-8)9-2-3-9/h4-5H,2-3H2,1H3	InChI=1S/C6H9N3/c1-8-5-6(4-7-8)9-2-3-9/h4-5H,2-3H2,1H3",Cn1cc(N2CC2)cn1,train
dsgdb9nsd_127243,15,gdb,127243,4.03128,1.01571,0.8196,2.8569,71.74,-0.2663,-0.0128,0.2536,1324.2287,0.113473,-413.006182,-412.997786,-412.996842,-413.040865,28.854,CN1C=C(CC#N)N=N1,"InChI=1S/C5H6N4/c1-9-4-5(2-3-6)7-8-9/h4H,2H2,1H3	InChI=1S/C5H6N4/c1-9-4-5(2-3-6)7-8-9/h4H,2H2,1H3",Cn1cc(CC#N)nn1,test
dsgdb9nsd_127245,16,gdb,127245,4.58754,0.86562,0.78656,4.1475,73.35,-0.2447,-0.0249,0.2198,1429.5681,0.12374,-434.077469,-434.068689,-434.067745,-434.113321,29.756,CN1C=C(CC=O)N=N1,"InChI=1S/C5H7N3O/c1-8-4-5(2-3-9)6-7-8/h3-4H,2H2,1H3	InChI=1S/C5H7N3O/c1-8-4-5(2-3-9)6-7-8/h3-4H,2H2,1H3",Cn1cc(CC=O)nn1,train
dsgdb9nsd_127251,17,gdb,127251,3.2334,1.3896,0.97863,3.6446,87.16,-0.1784,-0.0171,0.1614,1175.0979,0.138099,-414.198714,-414.190311,-414.189367,-414.232159,31.722,CN1C=C(N)C(=N)C=N1,"InChI=1S/C5H8N4/c1-9-3-5(7)4(6)2-8-9/h2-3,6H,7H2,1H3	InChI=1S/C5H13N4/c1-9-3-5(7)4(6)2-8-9/h4-6,8H,2-3,7H2,1H3",Cn1cc(N)c(=N)cn1,test
dsgdb9nsd_127255,16,gdb,127255,3.25986,1.39075,0.98162,5.433,80.48,-0.1968,-0.0287,0.1681,1153.442,0.125914,-434.097305,-434.089061,-434.088117,-434.130607,30.714,CN1C=C(N)C(=O)C=N1,"InChI=1S/C5H7N3O/c1-8-3-4(6)5(9)2-7-8/h2-3H,6H2,1H3	InChI=1S/C5H7N3O/c1-8-3-4(6)5(9)2-7-8/h2-3H,6H2,1H3",Cn1cc(N)c(=O)cn1,train
dsgdb9nsd_127261,16,gdb,127261,4.52379,1.07063,0.87123,1.6051,75.45,-0.2285,-0.0089,0.2196,1286.9277,0.12606,-430.262828,-430.254316,-430.253372,-430.29651,30.807,CN1C=C(N=N1)C(N)=N,"InChI=1S/C4H7N5/c1-9-2-3(4(5)6)7-8-9/h2H,1H3,(H3,5,6)	InChI=1S/C4H7N5/c1-9-2-3(4(5)6)7-8-9/h2H,1H3,(H3,5,6)",Cn1cc(C(=N)N)nn1,train
dsgdb9nsd_127262,15,gdb,127262,4.5963,1.06207,0.86747,2.7075,70.18,-0.2493,-0.0161,0.2332,1270.0989,0.113672,-450.167792,-450.15923,-450.158285,-450.201739,29.987,CN1C=C(N=N1)C(N)=O,"InChI=1S/C4H6N4O/c1-8-2-3(4(5)9)6-7-8/h2H,1H3,(H2,5,9)	InChI=1S/C4H6N4O/c1-8-2-3(4(5)9)6-7-8/h2H,1H3,(H2,5,9)",Cn1cc(C(N)=O)nn1,test
dsgdb9nsd_127264,17,gdb,127264,5.89528,0.95656,0.87935,4.628,77.34,-0.2266,-0.0042,0.2224,1325.8987,0.138116,-414.162411,-414.154276,-414.153332,-414.196006,29.194,CN1C=C(N=N1)C1CN1,"InChI=1S/C5H8N4/c1-9-3-5(7-8-9)4-2-6-4/h3-4,6H,2H2,1H3	InChI=1S/C5H8N4/c1-9-3-5(7-8-9)4-2-6-4/h3-4,6H,2H2,1H3/t4-/m1/s1",Cn1cc(C2CN2)nn1,train
dsgdb9nsd_127268,16,gdb,127268,3.98853,1.09236,0.86219,2.2995,76.14,-0.2109,0.0055,0.2164,1292.5097,0.126292,-430.253238,-430.244879,-430.243935,-430.286812,29.931,CN1C=C(NC=N)N=N1,"InChI=1S/C4H7N5/c1-9-2-4(6-3-5)7-8-9/h2-3H,1H3,(H2,5,6)	InChI=1S/C4H7N5/c1-9-2-4(6-3-5)7-8-9/h2-3H,1H3,(H2,5,6)",Cn1cc(NC=N)nn1,train
dsgdb9nsd_127273,14,gdb,127273,3.36699,1.43544,1.01286,6.0773,70.97,-0.2362,-0.0593,0.1769,1093.54,0.101499,-470.002954,-469.995375,-469.994431,-470.035195,27.992,CN1C=C(O)C(=O)N=N1,"InChI=1S/C4H5N3O2/c1-7-2-3(8)4(9)5-6-7/h2,8H,1H3	InChI=1S/C4H5N3O2/c1-7-2-3(8)4(9)5-6-7/h2,8H,1H3",Cn1cc(O)c(=O)nn1,train
dsgdb9nsd_127277,15,gdb,127277,7.4532,0.84573,0.76398,3.8873,72.96,-0.2378,-0.0131,0.2247,1429.3036,0.113005,-450.116796,-450.108349,-450.107405,-450.15163,28.885,CN1C=C(OC=N)N=N1,"InChI=1S/C4H6N4O/c1-8-2-4(6-7-8)9-3-5/h2-3,5H,1H3	InChI=1S/C4H6N4O/c1-8-2-4(6-7-8)9-3-5/h2-3,5H,1H3",Cn1cc(OC=N)nn1,train
dsgdb9nsd_127281,17,gdb,127281,4.99782,1.2659,1.02303,2.2469,84.18,-0.2062,-0.0029,0.2033,1146.9143,0.138797,-380.89998,-380.892562,-380.891617,-380.93223,28.285,CN1C=C2CC=CC2=N1,"InChI=1S/C7H8N2/c1-9-5-6-3-2-4-7(6)8-9/h2,4-5H,3H2,1H3	InChI=1S/C7H8N2/c1-9-5-6-3-2-4-7(6)8-9/h2,4-5H,3H2,1H3",Cn1cc2c(n1)C=CC2,train
dsgdb9nsd_127285,17,gdb,127285,4.86895,1.20562,0.98445,3.2604,76.58,-0.2253,0.0128,0.2381,1176.9453,0.138296,-418.016735,-418.008799,-418.007855,-418.050442,28.343,CN1C=C2COCC2=N1,"InChI=1S/C6H8N2O/c1-8-2-5-3-9-4-6(5)7-8/h2H,3-4H2,1H3	InChI=1S/C6H8N2O/c1-8-2-5-3-9-4-6(5)7-8/h2H,3-4H2,1H3",Cn1cc2c(n1)COC2,train
dsgdb9nsd_127287,14,gdb,127287,5.42009,1.33854,1.08077,2.2904,70.72,-0.2314,-0.0174,0.214,1044.3843,0.104021,-432.88293,-432.876022,-432.875078,-432.916211,25.219,CN1C=C2N=COC2=N1,"InChI=1S/C5H5N3O/c1-8-2-4-5(7-8)9-3-6-4/h2-3H,1H3	InChI=1S/C5H5N3O/c1-8-2-4-5(7-8)9-3-6-4/h2-3H,1H3",Cn1cc2ncoc2n1,test
dsgdb9nsd_127291,18,gdb,127291,4.68465,1.23054,0.99993,2.0331,81.34,-0.1827,0.0263,0.209,1187.2109,0.151278,-398.140911,-398.133152,-398.132208,-398.173265,29.474,CN1C=C2NCCC2=N1,"InChI=1S/C6H9N3/c1-9-4-6-5(8-9)2-3-7-6/h4,7H,2-3H2,1H3	InChI=1S/C6H9N3/c1-9-4-6-5(8-9)2-3-7-6/h4,7H,2-3H2,1H3",Cn1cc2c(n1)CCN2,train
dsgdb9nsd_127293,14,gdb,127293,5.41387,1.33642,1.07932,3.5793,70.92,-0.2369,-0.0202,0.2166,1045.2069,0.104079,-432.880255,-432.873452,-432.872507,-432.91193,25.24,CN1C=C2OC=NC2=N1,"InChI=1S/C5H5N3O/c1-8-2-4-5(7-8)6-3-9-4/h2-3H,1H3	InChI=1S/C5H5N3O/c1-8-2-4-5(7-8)6-3-9-4/h2-3H,1H3",Cn1cc2ocnc2n1,train
dsgdb9nsd_127295,15,gdb,127295,5.00967,1.28527,1.04068,2.0909,69.37,-0.1991,0.0198,0.2188,1098.2011,0.114476,-453.929656,-453.922213,-453.921269,-453.961876,27.104,CN1C=C2OCOC2=N1,"InChI=1S/C5H6N2O2/c1-7-2-4-5(6-7)9-3-8-4/h2H,3H2,1H3	InChI=1S/C5H6N2O2/c1-7-2-4-5(6-7)9-3-8-4/h2H,3H2,1H3",Cn1cc2c(n1)OCO2,train
dsgdb9nsd_127298,17,gdb,127298,3.18608,1.43671,0.99681,3.2185,85.95,-0.1816,-0.0096,0.172,1158.6456,0.138233,-414.20932,-414.200944,-414.2,-414.24229,31.849,CN1C=CC(=N)C(N)=N1,"InChI=1S/C5H8N4/c1-9-3-2-4(6)5(7)8-9/h2-3,6H,1H3,(H2,7,8)	InChI=1S/C5H9N4/c1-9-3-2-4(6)5(7)8-9/h2,6H,3H2,1H3,(H2,7,8)",Cn1ccc(=N)c(N)n1,train
dsgdb9nsd_127301,16,gdb,127301,4.0683,1.11602,0.88067,4.8323,74.03,-0.2408,-0.0124,0.2284,1265.322,0.125425,-434.129941,-434.121014,-434.12007,-434.165195,31.092,CN1C=CC(=N1)C(N)=O,"InChI=1S/C5H7N3O/c1-8-3-2-4(7-8)5(6)9/h2-3H,1H3,(H2,6,9)	InChI=1S/C5H7N3O/c1-8-3-2-4(7-8)5(6)9/h2-3H,1H3,(H2,6,9)",Cn1ccc(C(N)=O)n1,test
dsgdb9nsd_127303,18,gdb,127303,3.91927,1.10625,0.92457,3.756,80.46,-0.217,0.0143,0.2313,1280.6178,0.150007,-398.125164,-398.116798,-398.115853,-398.159535,30.198,CN1C=CC(=N1)C1CN1,"InChI=1S/C6H9N3/c1-9-3-2-5(8-9)6-4-7-6/h2-3,6-7H,4H2,1H3	InChI=1S/C6H9N3/c1-9-3-2-5(8-9)6-4-7-6/h2-3,6-7H,4H2,1H3/t6-/m1/s1",Cn1ccc(C2CN2)n1,test
dsgdb9nsd_127307,16,gdb,127307,3.21437,1.43637,0.9993,4.4014,79.39,-0.1993,-0.0222,0.1771,1137.1414,0.12599,-434.108031,-434.099787,-434.098842,-434.140842,30.93,CN1C=CC(=O)C(N)=N1,"InChI=1S/C5H7N3O/c1-8-3-2-4(9)5(6)7-8/h2-3H,1H3,(H2,6,7)	InChI=1S/C5H7N3O/c1-8-3-2-4(9)5(6)7-8/h2-3H,1H3,(H2,6,7)",Cn1ccc(=O)c(N)n1,train
dsgdb9nsd_127312,19,gdb,127312,4.80063,0.77992,0.71304,2.9861,79.71,-0.2329,0.0249,0.2578,1601.2816,0.159712,-419.226491,-419.216925,-419.215981,-419.262762,33.288,CN1C=CC(CCO)=N1,"InChI=1S/C6H10N2O/c1-8-4-2-6(7-8)3-5-9/h2,4,9H,3,5H2,1H3	InChI=1S/C6H10N2O/c1-8-4-2-6(7-8)3-5-9/h2,4,9H,3,5H2,1H3",Cn1ccc(CCO)n1,train
dsgdb9nsd_127313,17,gdb,127313,5.47521,0.958,0.81955,1.5975,81.5,-0.1988,0.0175,0.2163,1371.8907,0.138207,-414.214546,-414.205927,-414.204982,-414.248778,30.932,CN1C=CC(NC=N)=N1,"InChI=1S/C5H8N4/c1-9-3-2-5(8-9)7-4-6/h2-4H,1H3,(H2,6,7,8)	InChI=1S/C5H8N4/c1-9-3-2-5(8-9)7-4-6/h2-4H,1H3,(H2,6,7,8)",Cn1ccc(NC=N)n1,test
dsgdb9nsd_127320,14,gdb,127320,3.37828,1.72732,1.15123,5.325,71.44,-0.2311,-0.0393,0.1918,982.689,0.102287,-432.849379,-432.842126,-432.841182,-432.882422,26.453,CN1C=CC2=C1N=NO2,"InChI=1S/C5H5N3O/c1-8-3-2-4-5(8)6-7-9-4/h2-3H,1H3	InChI=1S/C5H5N3O/c1-8-3-2-4-5(8)6-7-9-4/h2-3H,1H3",Cn1ccc2onnc21,train
dsgdb9nsd_127322,15,gdb,127322,3.40858,1.70033,1.14265,6.2671,73.75,-0.2113,0.0019,0.2133,1001.6282,0.115261,-412.984852,-412.977386,-412.976442,-413.01845,27.37,CN1C=CC2=C1NN=N2,"InChI=1S/C5H6N4/c1-9-3-2-4-5(9)7-8-6-4/h2-3H,1H3,(H,6,7,8)	InChI=1S/C5H6N4/c1-9-3-2-4-5(9)7-8-6-4/h2-3H,1H3,(H,6,7,8)",Cn1ccc2nn[nH]c21,train
dsgdb9nsd_127332,15,gdb,127332,4.35821,1.1136,0.89196,5.1441,69.58,-0.2436,-0.0205,0.2231,1242.8464,0.114236,-450.187655,-450.179164,-450.178219,-450.221492,29.751,CN1C=NC(=N1)C(N)=O,"InChI=1S/C4H6N4O/c1-8-2-6-4(7-8)3(5)9/h2H,1H3,(H2,5,9)	InChI=1S/C4H6N4O/c1-8-2-6-4(7-8)3(5)9/h2H,1H3,(H2,5,9)",Cn1cnc(C(N)=O)n1,train
dsgdb9nsd_127334,17,gdb,127334,5.61144,0.99114,0.90133,4.3072,76.8,-0.2286,0.0054,0.234,1300.0538,0.138832,-414.190115,-414.182065,-414.181121,-414.223468,28.918,CN1C=NC(=N1)C1CN1,"InChI=1S/C5H8N4/c1-9-3-7-5(8-9)4-2-6-4/h3-4,6H,2H2,1H3	InChI=1S/C5H8N4/c1-9-3-7-5(8-9)4-2-6-4/h3-4,6H,2H2,1H3/t4-/m1/s1",Cn1cnc(C2CN2)n1,test
dsgdb9nsd_127336,17,gdb,127336,4.70528,1.10645,0.93905,2.8902,76.76,-0.2141,0.016,0.2301,1248.9515,0.138016,-414.18292,-414.174812,-414.173868,-414.216525,29.062,CN1C=NC(=N1)N1CC1,"InChI=1S/C5H8N4/c1-8-4-6-5(7-8)9-2-3-9/h4H,2-3H2,1H3	InChI=1S/C5H8N4/c1-8-4-6-5(7-8)9-2-3-9/h4H,2-3H2,1H3",Cn1cnc(N2CC2)n1,train
dsgdb9nsd_127339,14,gdb,127339,3.33193,1.48265,1.03275,5.1,68.93,-0.2456,-0.0481,0.1975,1076.8807,0.1028,-470.043743,-470.036306,-470.035362,-470.075868,27.427,CN1C=NC(=O)C(O)=N1,"InChI=1S/C4H5N3O2/c1-7-2-5-3(8)4(9)6-7/h2H,1H3,(H,6,9)	InChI=1S/C4H5N3O2/c1-7-2-5-3(8)4(9)6-7/h2H,1H3,(H,6,9)",Cn1cnc(=O)c(O)n1,train
dsgdb9nsd_127345,16,gdb,127345,6.85266,0.84387,0.75492,4.4966,78.67,-0.2123,0.0066,0.2189,1459.9585,0.12691,-430.281783,-430.273371,-430.272427,-430.315448,29.69,CN1C=NC(NC=N)=N1,"InChI=1S/C4H7N5/c1-9-3-7-4(8-9)6-2-5/h2-3H,1H3,(H2,5,6,8)	InChI=1S/C4H7N5/c1-9-3-7-4(8-9)6-2-5/h2-3H,1H3,(H2,5,6,8)",Cn1cnc(NC=N)n1,train
dsgdb9nsd_127348,14,gdb,127348,6.96225,0.87214,0.78246,6.494,66.74,-0.2598,-0.0102,0.2495,1374.2121,0.101474,-470.047109,-470.038963,-470.038019,-470.081061,27.565,CN1C=NC(OC=O)=N1,"InChI=1S/C4H5N3O2/c1-7-2-5-4(6-7)9-3-8/h2-3H,1H3	InChI=1S/C4H5N3O2/c1-7-2-5-4(6-7)9-3-8/h2-3H,1H3",Cn1cnc(OC=O)n1,train
dsgdb9nsd_127351,14,gdb,127351,3.48561,1.73611,1.16742,3.167,69.53,-0.2316,-0.0203,0.2113,970.9311,0.104792,-429.048156,-429.041254,-429.04031,-429.079782,25.493,CN1C=NC2=C1N=NN2,"InChI=1S/C4H5N5/c1-9-2-5-3-4(9)7-8-6-3/h2H,1H3,(H,6,7,8)	InChI=1S/C4H5N5/c1-9-2-5-3-4(9)7-8-6-3/h2H,1H3,(H,6,7,8)",Cn1cnc2[nH]nnc21,test
dsgdb9nsd_127352,13,gdb,127352,3.49256,1.73577,1.16806,5.861,66.57,-0.2461,-0.0524,0.1936,957.4956,0.091031,-448.902552,-448.895644,-448.8947,-448.934153,25.164,CN1C=NC2=C1N=NO2,"InChI=1S/C4H4N4O/c1-8-2-5-4-3(8)6-7-9-4/h2H,1H3	InChI=1S/C4H4N4O/c1-8-2-5-4-3(8)6-7-9-4/h2H,1H3",Cn1cnc2onnc21,train
dsgdb9nsd_127354,14,gdb,127354,3.52593,1.70826,1.1592,7.7632,69.51,-0.2293,-0.0112,0.2181,976.2398,0.104103,-429.039459,-429.032414,-429.031469,-429.07113,25.988,CN1C=NC2=C1NN=N2,"InChI=1S/C4H5N5/c1-9-2-5-3-4(9)7-8-6-3/h2H,1H3,(H,6,7,8)	InChI=1S/C4H5N5/c1-9-2-5-3-4(9)7-8-6-3/h2H,1H3,(H,6,7,8)",Cn1cnc2nn[nH]c21,train
dsgdb9nsd_127355,14,gdb,127355,3.39331,1.74484,1.16077,4.0637,69.42,-0.2307,-0.011,0.2197,977.5138,0.103468,-432.859821,-432.85285,-432.851906,-432.891695,25.61,CN1C=NC2=C1ON=C2,"InChI=1S/C5H5N3O/c1-8-3-6-4-2-7-9-5(4)8/h2-3H,1H3	InChI=1S/C5H5N3O/c1-8-3-6-4-2-7-9-5(4)8/h2-3H,1H3",Cn1cnc2cnoc21,train
dsgdb9nsd_127356,13,gdb,127356,3.62744,1.34814,0.98903,3.33,75.41,-0.2193,-0.0779,0.1414,1098.7892,0.089699,-448.948899,-448.941001,-448.940057,-448.981912,27.466,CN1C=NC2=C1ON=N2,"InChI=1S/C4H4N4O/c1-8-2-5-3-4(8)9-7-6-3/h2H,1H3	InChI=1S/C4H4N4O/c1-8-2-6-3(7-5)4(8)9/h2H,1H3",Cn1cnc2nnoc21,train
dsgdb9nsd_127357,15,gdb,127357,3.383,1.74257,1.15853,1.6844,73.86,-0.2112,-0.0007,0.2104,992.8185,0.116825,-413.01308,-413.005994,-413.00505,-413.044834,26.584,CN1C=NC2=CNN=C12,"InChI=1S/C5H6N4/c1-9-3-6-4-2-7-8-5(4)9/h2-3H,1H3,(H,7,8)	InChI=1S/C5H6N4/c1-9-3-6-4-2-7-8-5(4)9/h2-3H,1H3,(H,7,8)",Cn1cnc2c[nH]nc21,train
dsgdb9nsd_127359,15,gdb,127359,3.51605,1.67566,1.14302,5.5761,73.92,-0.2126,-0.0026,0.21,1003.1946,0.116794,-413.01057,-413.003545,-413.002601,-413.042123,26.588,CN1C=NC2=NNC=C12,"InChI=1S/C5H6N4/c1-9-3-6-5-4(9)2-7-8-5/h2-3H,1H3,(H,7,8)	InChI=1S/C5H6N4/c1-9-3-6-5-4(9)2-7-8-5/h2-3H,1H3,(H,7,8)",Cn1cnc2n[nH]cc21,train
dsgdb9nsd_127367,13,gdb,127367,3.59461,1.79676,1.2071,7.563,64.73,-0.2658,-0.0304,0.2354,933.4497,0.092081,-445.066046,-445.059305,-445.058361,-445.097809,24.151,CN1C=NN2N=NN=C12,"InChI=1S/C3H4N6/c1-8-2-4-9-3(8)5-6-7-9/h2H,1H3	InChI=1S/C3H4N6/c1-8-2-4-9-3(8)5-6-7-9/h2H,1H3",Cn1cnn2nnnc12,train
dsgdb9nsd_127369,15,gdb,127369,2.48852,1.88721,1.0805,4.1596,73.01,-0.2198,-0.0366,0.1832,1046.8223,0.114374,-450.14977,-450.141671,-450.140727,-450.182984,29.303,CN1C=NNC(=N)C1=O,"InChI=1S/C4H6N4O/c1-8-2-6-7-3(5)4(8)9/h2H,1H3,(H2,5,7)	InChI=1S/C4H6N4O/c1-8-2-6-7-3(5)4(8)9/h2H,1H3,(H2,5,7)",Cn1cn[nH]c(=N)c1=O,train
