mol_id,n_atoms,real_bonds,qtaim_bonds,elf_bonds,qtaim_real,qtaim_nonbond,qtaim_missing,elf_coverage,qtaim_coverage
dsgdb9nsd_045940,15,16,11,15,5,6,11,94%,31%
dsgdb9nsd_010240,12,11,7,11,4,3,7,100%,36%
dsgdb9nsd_060136,21,22,11,22,4,7,18,100%,18%
dsgdb9nsd_004635,12,12,11,12,9,2,3,100%,75%
dsgdb9nsd_111548,19,21,12,21,6,6,15,100%,29%
dsgdb9nsd_040992,20,23,16,22,8,8,15,96%,35%
dsgdb9nsd_093075,17,17,12,17,9,3,8,100%,53%
dsgdb9nsd_093295,19,20,11,20,4,7,16,100%,20%
dsgdb9nsd_109380,23,23,14,23,8,6,15,100%,35%
dsgdb9nsd_100626,17,15,11,15,6,5,9,100%,40%
dsgdb9nsd_081176,21,22,12,22,5,7,17,100%,23%
dsgdb9nsd_097420,20,20,13,20,8,5,12,100%,40%
dsgdb9nsd_076279,17,17,13,17,8,5,9,100%,47%
dsgdb9nsd_078678,17,19,10,19,4,6,15,100%,21%
dsgdb9nsd_042114,19,19,15,19,7,8,12,100%,37%
dsgdb9nsd_105458,21,21,12,21,6,6,15,100%,29%
dsgdb9nsd_119789,23,24,15,24,7,8,17,100%,29%
dsgdb9nsd_053947,21,21,12,21,6,6,15,100%,29%
dsgdb9nsd_092791,20,20,15,20,8,7,12,100%,40%
dsgdb9nsd_050372,16,17,14,17,8,6,9,100%,47%
dsgdb9nsd_022519,16,16,12,16,7,5,9,100%,44%
dsgdb9nsd_009065,15,14,9,13,4,5,10,93%,29%
dsgdb9nsd_003336,16,17,13,17,6,7,11,100%,35%
dsgdb9nsd_009078,16,15,9,15,5,4,10,100%,33%
dsgdb9nsd_047084,16,17,13,17,7,6,10,100%,41%
dsgdb9nsd_018711,17,18,12,18,7,5,11,100%,39%
dsgdb9nsd_120254,23,24,14,24,6,8,18,100%,25%
dsgdb9nsd_006542,22,22,12,22,5,7,17,100%,23%
dsgdb9nsd_014424,19,21,14,21,6,8,15,100%,29%
dsgdb9nsd_045349,16,17,11,17,4,7,13,100%,24%
dsgdb9nsd_008864,16,15,10,15,6,4,9,100%,40%
dsgdb9nsd_023320,18,19,12,18,5,7,14,95%,26%
dsgdb9nsd_095130,17,18,14,17,6,8,12,94%,33%
dsgdb9nsd_051697,15,15,13,15,10,3,5,100%,67%
dsgdb9nsd_003317,19,20,12,20,6,6,14,100%,30%
dsgdb9nsd_111465,19,20,13,20,4,9,16,100%,20%
dsgdb9nsd_101894,23,22,14,22,8,6,14,100%,36%
dsgdb9nsd_043088,17,19,13,19,4,9,15,100%,21%
dsgdb9nsd_011386,15,15,11,15,5,6,10,100%,33%
dsgdb9nsd_087928,18,19,13,19,7,6,12,100%,37%
dsgdb9nsd_023590,14,16,13,16,6,7,10,100%,38%
dsgdb9nsd_061797,18,17,14,17,8,6,9,100%,47%
dsgdb9nsd_071949,18,20,16,20,9,7,11,100%,45%
dsgdb9nsd_115964,21,22,15,22,5,10,17,100%,23%
dsgdb9nsd_063814,22,24,15,24,6,9,18,100%,25%
dsgdb9nsd_115564,21,21,12,21,6,6,15,100%,29%
dsgdb9nsd_004045,17,17,12,17,7,5,10,100%,41%
dsgdb9nsd_110196,16,16,15,15,8,7,8,94%,50%
dsgdb9nsd_027920,17,17,13,17,7,6,10,100%,41%
dsgdb9nsd_050509,18,18,13,18,7,6,11,100%,39%
dsgdb9nsd_114394,22,23,14,23,8,6,15,100%,35%
dsgdb9nsd_042091,20,21,14,21,8,6,13,100%,38%
dsgdb9nsd_127405,17,18,11,18,5,6,13,100%,28%
dsgdb9nsd_106329,19,20,13,20,6,7,14,100%,30%
dsgdb9nsd_020718,14,14,10,14,8,2,6,100%,57%
dsgdb9nsd_103215,22,24,13,23,5,8,19,96%,21%
dsgdb9nsd_012645,20,20,12,20,5,7,15,100%,25%
dsgdb9nsd_014536,16,17,11,17,6,5,11,100%,35%
dsgdb9nsd_126732,16,16,8,16,4,4,12,100%,25%
dsgdb9nsd_090960,21,23,14,23,5,9,18,100%,22%
dsgdb9nsd_010184,19,18,11,18,6,5,12,100%,33%
dsgdb9nsd_000136,15,14,6,14,4,2,10,100%,29%
dsgdb9nsd_040055,19,21,14,21,7,7,14,100%,33%
dsgdb9nsd_055957,17,17,14,17,8,6,9,100%,47%
dsgdb9nsd_094585,21,21,13,21,9,4,12,100%,43%
dsgdb9nsd_023608,17,18,14,18,8,6,10,100%,44%
dsgdb9nsd_029142,14,14,10,14,6,4,8,100%,43%
dsgdb9nsd_043880,16,18,13,18,8,5,10,100%,44%
dsgdb9nsd_047204,16,17,10,17,5,5,12,100%,29%
dsgdb9nsd_041945,21,22,16,22,6,10,16,100%,27%
dsgdb9nsd_024645,18,19,13,19,6,7,13,100%,32%
dsgdb9nsd_004471,15,15,11,15,8,3,7,100%,53%
dsgdb9nsd_065604,18,19,15,19,8,7,11,100%,42%
dsgdb9nsd_021080,16,16,9,16,4,5,12,100%,25%
dsgdb9nsd_125999,18,19,12,19,6,6,13,100%,32%
dsgdb9nsd_011664,16,17,9,17,4,5,13,100%,24%
dsgdb9nsd_074185,17,18,12,18,7,5,11,100%,39%
dsgdb9nsd_021081,15,15,10,15,4,6,11,100%,27%
dsgdb9nsd_096511,20,20,12,20,6,6,14,100%,30%
dsgdb9nsd_050745,15,15,11,15,5,6,10,100%,33%
dsgdb9nsd_061620,19,19,11,19,6,5,13,100%,32%
dsgdb9nsd_069321,23,24,11,24,4,7,20,100%,17%
dsgdb9nsd_084491,15,16,12,16,6,6,10,100%,38%
dsgdb9nsd_124541,21,21,13,21,8,5,13,100%,38%
dsgdb9nsd_087187,20,20,13,20,7,6,13,100%,35%
dsgdb9nsd_110586,21,23,12,23,6,6,17,100%,26%
dsgdb9nsd_057462,23,23,15,22,6,9,17,96%,26%
dsgdb9nsd_049004,15,16,11,16,6,5,10,100%,38%
dsgdb9nsd_051819,20,20,13,20,7,6,13,100%,35%
dsgdb9nsd_041983,20,22,14,22,6,8,16,100%,27%
dsgdb9nsd_021987,9,9,8,9,6,2,3,100%,67%
dsgdb9nsd_026168,19,19,12,19,9,3,10,100%,47%
dsgdb9nsd_019439,17,19,12,19,7,5,12,100%,37%
dsgdb9nsd_002361,19,19,11,18,5,6,14,95%,26%
dsgdb9nsd_056594,19,19,13,19,6,7,13,100%,32%
dsgdb9nsd_002197,15,15,9,15,5,4,10,100%,33%
dsgdb9nsd_065912,17,17,11,17,4,7,13,100%,24%
dsgdb9nsd_121265,20,21,13,21,6,7,15,100%,29%
dsgdb9nsd_046071,17,18,14,18,9,5,9,100%,50%
dsgdb9nsd_024843,12,12,10,12,5,5,7,100%,42%
dsgdb9nsd_082848,20,22,15,22,8,7,14,100%,36%
dsgdb9nsd_048815,18,19,15,19,8,7,11,100%,42%
dsgdb9nsd_079130,19,21,13,21,6,7,15,100%,29%
dsgdb9nsd_098706,17,17,11,16,6,5,11,94%,35%
dsgdb9nsd_118777,25,25,14,25,7,7,18,100%,28%
dsgdb9nsd_108687,16,16,12,16,7,5,9,100%,44%
dsgdb9nsd_013594,20,20,12,20,5,7,15,100%,25%
dsgdb9nsd_046065,18,19,14,19,6,8,13,100%,32%
dsgdb9nsd_121129,23,23,16,23,7,9,16,100%,30%
dsgdb9nsd_080414,20,21,12,21,6,6,15,100%,29%
dsgdb9nsd_012210,15,15,12,15,4,8,11,100%,27%
dsgdb9nsd_070550,19,20,12,20,6,6,14,100%,30%
dsgdb9nsd_043879,17,19,14,19,8,6,11,100%,42%
dsgdb9nsd_073880,15,15,12,15,7,5,8,100%,47%
dsgdb9nsd_004949,13,13,11,13,7,4,6,100%,54%
dsgdb9nsd_040008,17,19,14,19,7,7,12,100%,37%
dsgdb9nsd_084646,17,18,13,18,7,6,11,100%,39%
dsgdb9nsd_040328,18,22,15,22,7,8,15,100%,32%
dsgdb9nsd_041635,17,19,13,19,5,8,14,100%,26%
dsgdb9nsd_008327,16,17,8,17,3,5,14,100%,18%
dsgdb9nsd_080895,18,20,14,20,7,7,13,100%,35%
dsgdb9nsd_049335,13,13,12,13,9,3,4,100%,69%
dsgdb9nsd_005669,13,14,12,14,7,5,7,100%,50%
dsgdb9nsd_098176,19,18,13,18,5,8,13,100%,28%
dsgdb9nsd_017463,18,20,14,20,6,8,14,100%,30%
dsgdb9nsd_112150,14,14,11,14,7,4,7,100%,50%
dsgdb9nsd_094429,17,18,14,18,8,6,10,100%,44%
dsgdb9nsd_045935,14,14,11,14,7,4,7,100%,50%
dsgdb9nsd_076732,20,21,15,21,9,6,12,100%,43%
dsgdb9nsd_004297,15,15,11,14,7,4,8,93%,47%
dsgdb9nsd_094338,16,17,11,16,5,6,12,94%,29%
dsgdb9nsd_042564,17,20,11,20,4,7,16,100%,20%
dsgdb9nsd_072520,17,18,13,18,7,6,11,100%,39%
dsgdb9nsd_119783,21,22,14,22,6,8,16,100%,27%
dsgdb9nsd_048325,16,17,13,17,6,7,11,100%,35%
dsgdb9nsd_087927,19,20,13,20,6,7,14,100%,30%
dsgdb9nsd_105667,19,19,13,19,5,8,14,100%,26%
dsgdb9nsd_081112,16,17,12,16,4,8,13,94%,24%
dsgdb9nsd_040623,23,25,16,25,6,10,19,100%,24%
dsgdb9nsd_109274,21,21,15,21,6,9,15,100%,29%
dsgdb9nsd_088830,22,23,14,23,6,8,17,100%,26%
dsgdb9nsd_069375,19,21,13,21,6,7,15,100%,29%
dsgdb9nsd_074224,17,17,13,17,9,4,8,100%,53%
dsgdb9nsd_080060,20,22,13,22,6,7,16,100%,27%
dsgdb9nsd_071036,18,21,10,21,3,7,18,100%,14%
dsgdb9nsd_000949,13,13,11,13,5,6,8,100%,38%
dsgdb9nsd_115307,23,23,15,22,6,9,17,96%,26%
dsgdb9nsd_040051,19,21,13,21,7,6,14,100%,33%
dsgdb9nsd_107335,18,19,17,19,8,9,11,100%,42%
dsgdb9nsd_129944,13,14,11,14,8,3,6,100%,57%
dsgdb9nsd_054700,17,19,13,19,7,6,12,100%,37%
dsgdb9nsd_052176,19,19,13,19,7,6,12,100%,37%
dsgdb9nsd_120927,21,22,13,22,7,6,15,100%,32%
dsgdb9nsd_096519,19,19,12,19,6,6,13,100%,32%
dsgdb9nsd_059754,20,20,13,20,8,5,12,100%,40%
dsgdb9nsd_078146,16,17,13,17,7,6,10,100%,41%
dsgdb9nsd_041886,18,19,14,19,8,6,11,100%,42%
dsgdb9nsd_079189,19,21,16,18,5,11,16,81%,24%
dsgdb9nsd_130142,14,14,10,14,6,4,8,100%,43%
dsgdb9nsd_126199,18,18,12,18,7,5,11,100%,39%
dsgdb9nsd_017193,16,18,10,18,5,5,13,100%,28%
dsgdb9nsd_110777,18,19,13,19,8,5,11,100%,42%
dsgdb9nsd_048948,17,19,13,19,5,8,14,100%,26%
dsgdb9nsd_044635,18,20,14,20,5,9,15,100%,25%
dsgdb9nsd_127604,16,16,13,16,8,5,8,100%,50%
dsgdb9nsd_120037,22,22,14,22,7,7,15,100%,32%
dsgdb9nsd_109313,21,22,13,22,6,7,16,100%,27%
dsgdb9nsd_067687,19,21,13,20,5,8,16,95%,24%
dsgdb9nsd_110951,18,19,11,19,5,6,14,100%,26%
dsgdb9nsd_121485,18,17,11,17,8,3,9,100%,47%
dsgdb9nsd_101039,21,21,16,21,9,7,12,100%,43%
dsgdb9nsd_040208,19,20,13,20,5,8,15,100%,25%
dsgdb9nsd_112321,18,19,13,19,7,6,12,100%,37%
dsgdb9nsd_028923,16,16,12,16,6,6,10,100%,38%
dsgdb9nsd_088961,23,24,12,24,5,7,19,100%,21%
dsgdb9nsd_049918,14,14,10,14,6,4,8,100%,43%
dsgdb9nsd_009652,17,17,9,17,5,4,12,100%,29%
dsgdb9nsd_105199,22,22,15,22,7,8,15,100%,32%
dsgdb9nsd_085199,16,16,11,15,5,6,11,94%,31%
dsgdb9nsd_006168,18,18,11,18,6,5,12,100%,33%
dsgdb9nsd_107556,20,21,13,20,7,6,14,95%,33%
dsgdb9nsd_016399,16,17,13,16,6,7,11,94%,35%
dsgdb9nsd_099144,21,21,14,21,8,6,13,100%,38%
dsgdb9nsd_074575,19,20,13,20,6,7,14,100%,30%
dsgdb9nsd_000840,13,13,10,13,8,2,5,100%,62%
dsgdb9nsd_074387,17,19,14,19,7,7,12,100%,37%
dsgdb9nsd_074416,21,22,13,22,7,6,15,100%,32%
dsgdb9nsd_016622,19,20,14,20,7,7,13,100%,35%
dsgdb9nsd_046543,21,22,12,22,5,7,17,100%,23%
dsgdb9nsd_043439,16,17,10,17,4,6,13,100%,24%
dsgdb9nsd_020521,13,13,9,13,5,4,8,100%,38%
dsgdb9nsd_128531,14,14,10,14,6,4,8,100%,43%
dsgdb9nsd_088475,22,23,12,23,6,6,17,100%,26%
dsgdb9nsd_028850,15,15,13,14,6,7,9,93%,40%
dsgdb9nsd_025532,13,13,13,13,10,3,3,100%,77%
dsgdb9nsd_065852,15,15,10,14,6,4,9,93%,40%
dsgdb9nsd_058114,21,21,14,21,7,7,14,100%,33%
dsgdb9nsd_114401,19,20,15,20,8,7,12,100%,40%
dsgdb9nsd_090342,21,22,15,22,7,8,15,100%,32%
dsgdb9nsd_087884,18,20,13,20,6,7,14,100%,30%
dsgdb9nsd_029739,14,14,10,14,7,3,7,100%,50%
dsgdb9nsd_131525,17,18,13,18,5,8,13,100%,28%
dsgdb9nsd_104150,25,25,13,25,5,8,20,100%,20%
dsgdb9nsd_069393,15,16,12,16,9,3,7,100%,56%
dsgdb9nsd_020206,16,18,13,18,4,9,14,100%,22%
dsgdb9nsd_041276,19,22,14,22,6,8,16,100%,27%
dsgdb9nsd_088888,19,19,13,19,9,4,10,100%,47%
dsgdb9nsd_007150,18,17,10,17,7,3,10,100%,41%
dsgdb9nsd_025897,17,17,11,17,6,5,11,100%,35%
dsgdb9nsd_114876,19,20,16,20,7,9,13,100%,35%
dsgdb9nsd_106514,23,24,14,24,6,8,18,100%,25%
dsgdb9nsd_078566,18,20,13,20,6,7,14,100%,30%
dsgdb9nsd_127093,18,18,10,18,6,4,12,100%,33%
dsgdb9nsd_069695,16,18,13,18,8,5,10,100%,44%
dsgdb9nsd_102087,23,23,12,23,5,7,18,100%,22%
dsgdb9nsd_119173,20,21,14,21,9,5,12,100%,43%
dsgdb9nsd_057910,21,21,12,21,5,7,16,100%,24%
dsgdb9nsd_077816,21,22,13,22,5,8,17,100%,23%
dsgdb9nsd_130602,12,12,10,12,4,6,8,100%,33%
dsgdb9nsd_093822,21,21,14,21,7,7,14,100%,33%
dsgdb9nsd_015414,17,17,13,17,8,5,9,100%,47%
dsgdb9nsd_028690,14,14,9,14,4,5,10,100%,29%
dsgdb9nsd_011497,15,15,9,15,5,4,10,100%,33%
dsgdb9nsd_043249,15,17,14,17,7,7,10,100%,41%
dsgdb9nsd_101251,25,25,14,25,6,8,19,100%,24%
dsgdb9nsd_006738,18,17,10,17,7,3,10,100%,41%
dsgdb9nsd_068944,17,19,10,19,4,6,15,100%,21%
dsgdb9nsd_026033,17,17,13,17,7,6,10,100%,41%
dsgdb9nsd_014525,19,20,13,20,7,6,13,100%,35%
dsgdb9nsd_123856,16,18,13,18,7,6,11,100%,39%
dsgdb9nsd_016041,15,16,11,16,4,7,12,100%,25%
dsgdb9nsd_087834,20,22,14,22,8,6,14,100%,36%
dsgdb9nsd_082540,19,21,10,21,4,6,17,100%,19%
dsgdb9nsd_113512,19,20,13,20,9,4,11,100%,45%
dsgdb9nsd_046040,17,18,12,18,6,6,12,100%,33%
dsgdb9nsd_028414,19,19,11,18,6,5,13,95%,32%
dsgdb9nsd_027493,15,15,13,15,10,3,5,100%,67%
dsgdb9nsd_060450,25,24,16,24,8,8,16,100%,33%
dsgdb9nsd_076975,20,21,14,21,6,8,15,100%,29%
dsgdb9nsd_044503,18,20,12,20,4,8,16,100%,20%
dsgdb9nsd_041824,19,20,13,20,5,8,15,100%,25%
dsgdb9nsd_003604,17,18,10,18,3,7,15,100%,17%
dsgdb9nsd_100822,23,22,15,22,8,7,14,100%,36%
dsgdb9nsd_115009,23,24,14,24,6,8,18,100%,25%
dsgdb9nsd_126725,20,20,10,19,5,5,15,95%,25%
dsgdb9nsd_073205,20,21,13,21,8,5,13,100%,38%
dsgdb9nsd_041656,18,21,16,21,6,10,15,100%,29%
dsgdb9nsd_043870,17,19,14,19,7,7,12,100%,37%
dsgdb9nsd_044059,16,18,13,18,7,6,11,100%,39%
dsgdb9nsd_105673,21,21,14,21,6,8,15,100%,29%
dsgdb9nsd_021666,11,11,5,11,2,3,9,100%,18%
dsgdb9nsd_043014,16,18,14,18,6,8,12,100%,33%
dsgdb9nsd_129109,14,15,11,15,4,7,11,100%,27%
dsgdb9nsd_006014,15,14,11,14,7,4,7,100%,50%
dsgdb9nsd_044482,17,19,15,19,6,9,13,100%,32%
dsgdb9nsd_082169,18,20,16,20,9,7,11,100%,45%
dsgdb9nsd_096723,16,15,13,15,9,4,6,100%,60%
dsgdb9nsd_012924,20,21,12,21,6,6,15,100%,29%
dsgdb9nsd_027734,17,17,12,17,6,6,11,100%,35%
dsgdb9nsd_059378,20,20,14,20,7,7,13,100%,35%
dsgdb9nsd_051120,16,18,15,18,8,7,10,100%,44%
dsgdb9nsd_074057,21,21,12,21,6,6,15,100%,29%
dsgdb9nsd_016058,16,17,11,17,6,5,11,100%,35%
dsgdb9nsd_023178,16,17,12,17,7,5,10,100%,41%
dsgdb9nsd_041366,18,20,13,20,8,5,12,100%,40%
dsgdb9nsd_002357,14,14,12,14,7,5,7,100%,50%
dsgdb9nsd_046252,17,19,13,19,8,5,11,100%,42%
dsgdb9nsd_017052,15,16,10,16,5,5,11,100%,31%
dsgdb9nsd_105924,18,21,13,21,6,7,15,100%,29%
dsgdb9nsd_095751,23,23,15,23,7,8,16,100%,30%
dsgdb9nsd_049535,16,17,12,16,5,7,12,94%,29%
dsgdb9nsd_079009,16,19,16,18,7,9,12,95%,37%
dsgdb9nsd_051566,20,21,13,21,6,7,15,100%,29%
dsgdb9nsd_074009,19,20,11,20,5,6,15,100%,25%
dsgdb9nsd_058940,20,22,13,21,6,7,16,95%,27%
dsgdb9nsd_115577,18,18,14,18,7,7,11,100%,39%
dsgdb9nsd_048623,17,18,14,18,6,8,12,100%,33%
dsgdb9nsd_109097,21,21,15,21,6,9,15,100%,29%
dsgdb9nsd_126931,19,19,12,19,8,4,11,100%,42%
dsgdb9nsd_129823,16,17,13,17,8,5,9,100%,47%
dsgdb9nsd_028283,17,19,10,19,4,6,15,100%,21%
dsgdb9nsd_042139,27,27,22,27,7,15,20,100%,26%
dsgdb9nsd_042586,15,18,11,18,3,8,15,100%,17%
dsgdb9nsd_013844,17,17,11,17,6,5,11,100%,35%
dsgdb9nsd_105918,20,23,13,23,5,8,18,100%,22%
dsgdb9nsd_095252,21,22,14,21,6,8,16,95%,27%
dsgdb9nsd_018919,15,18,12,17,6,6,12,94%,33%
dsgdb9nsd_091052,18,20,17,20,8,9,12,100%,40%
dsgdb9nsd_015597,15,15,11,15,6,5,9,100%,40%
dsgdb9nsd_028947,14,14,11,14,8,3,6,100%,57%
dsgdb9nsd_023595,16,18,15,18,9,6,9,100%,50%
dsgdb9nsd_046087,15,15,12,15,5,7,10,100%,33%
dsgdb9nsd_077769,16,18,11,18,6,5,12,100%,33%
dsgdb9nsd_067342,17,19,13,19,8,5,11,100%,42%
dsgdb9nsd_122354,21,21,14,21,7,7,14,100%,33%
dsgdb9nsd_012783,18,19,12,19,5,7,14,100%,26%
dsgdb9nsd_113708,25,25,13,25,5,8,20,100%,20%
dsgdb9nsd_091960,19,21,15,21,6,9,15,100%,29%
dsgdb9nsd_129390,16,16,13,16,8,5,8,100%,50%
dsgdb9nsd_005745,16,17,13,17,8,5,9,100%,47%
dsgdb9nsd_131529,14,15,12,15,8,4,7,100%,53%
dsgdb9nsd_110608,22,24,16,24,8,8,16,100%,33%
dsgdb9nsd_058954,21,22,14,22,8,6,14,100%,36%
dsgdb9nsd_092711,17,18,12,18,6,6,12,100%,33%
dsgdb9nsd_110507,22,24,16,24,8,8,16,100%,33%
dsgdb9nsd_046374,19,20,16,20,8,8,12,100%,40%
dsgdb9nsd_007560,20,20,9,19,4,5,16,95%,20%
dsgdb9nsd_123526,14,15,12,15,6,6,9,100%,40%
dsgdb9nsd_129841,17,17,13,17,8,5,9,100%,47%
dsgdb9nsd_126385,18,18,11,18,8,3,10,100%,44%
dsgdb9nsd_042118,18,18,14,18,10,4,8,100%,56%
dsgdb9nsd_125069,16,16,13,16,9,4,7,100%,56%
dsgdb9nsd_051867,19,19,14,19,8,6,11,100%,42%
dsgdb9nsd_100602,19,18,12,18,7,5,11,100%,39%
dsgdb9nsd_017199,16,18,13,18,7,6,11,100%,39%
dsgdb9nsd_043836,17,19,11,19,7,4,12,100%,37%
dsgdb9nsd_011804,17,18,8,18,4,4,14,100%,22%
dsgdb9nsd_071907,21,23,14,23,5,9,18,100%,22%
dsgdb9nsd_123743,16,17,11,17,6,5,11,100%,35%
dsgdb9nsd_074116,17,18,13,18,7,6,11,100%,39%
dsgdb9nsd_120796,20,20,11,20,5,6,15,100%,25%
dsgdb9nsd_077712,18,20,11,18,6,5,14,80%,30%
dsgdb9nsd_117607,16,15,12,15,7,5,8,100%,47%
dsgdb9nsd_017994,14,15,12,15,5,7,10,100%,33%
dsgdb9nsd_040009,18,20,16,20,8,8,12,100%,40%
dsgdb9nsd_062907,16,17,12,16,5,7,12,94%,29%
dsgdb9nsd_072695,19,21,13,21,5,8,16,100%,24%
dsgdb9nsd_023058,18,19,12,19,7,5,12,100%,37%
dsgdb9nsd_073420,18,21,17,21,7,10,14,100%,33%
dsgdb9nsd_126569,16,16,11,16,8,3,8,100%,50%
dsgdb9nsd_045704,17,18,13,18,6,7,12,100%,33%
dsgdb9nsd_018691,16,17,10,17,5,5,12,100%,29%
dsgdb9nsd_002762,13,13,10,13,6,4,7,100%,46%
dsgdb9nsd_010522,22,22,12,22,6,6,16,100%,27%
dsgdb9nsd_021289,15,15,10,15,7,3,8,100%,47%
dsgdb9nsd_024742,13,13,10,13,5,5,8,100%,38%
dsgdb9nsd_023067,18,20,12,20,6,6,14,100%,30%
dsgdb9nsd_070943,16,18,11,18,5,6,13,100%,28%
dsgdb9nsd_018021,18,19,14,19,8,6,11,100%,42%
dsgdb9nsd_066705,15,18,11,18,5,6,13,100%,28%
dsgdb9nsd_079476,18,20,10,20,4,6,16,100%,20%
dsgdb9nsd_060175,24,24,17,24,8,9,16,100%,33%
dsgdb9nsd_041272,18,21,15,21,8,7,13,100%,38%
dsgdb9nsd_123651,14,16,13,16,7,6,9,100%,44%
dsgdb9nsd_095576,23,23,15,23,7,8,16,100%,30%
dsgdb9nsd_123824,16,17,11,17,6,5,11,100%,35%
dsgdb9nsd_048461,15,15,11,15,5,6,10,100%,33%
dsgdb9nsd_113440,23,24,13,24,6,7,18,100%,25%
dsgdb9nsd_056315,21,20,13,20,7,6,13,100%,35%
dsgdb9nsd_123233,22,21,14,20,10,4,11,95%,48%
dsgdb9nsd_127769,14,15,11,15,8,3,7,100%,53%
dsgdb9nsd_093740,19,19,15,19,7,8,12,100%,37%
dsgdb9nsd_127194,15,15,12,15,7,5,8,100%,47%
dsgdb9nsd_085987,17,17,10,17,6,4,11,100%,35%
dsgdb9nsd_098088,18,18,10,18,5,5,13,100%,28%
dsgdb9nsd_004864,14,14,10,14,8,2,6,100%,57%
dsgdb9nsd_062351,14,15,11,15,6,5,9,100%,40%
dsgdb9nsd_087246,19,19,12,19,9,3,10,100%,47%
dsgdb9nsd_070666,18,19,14,19,8,6,11,100%,42%
dsgdb9nsd_084581,16,17,16,17,8,8,9,100%,47%
dsgdb9nsd_073451,21,23,14,23,7,7,16,100%,30%
dsgdb9nsd_072453,20,22,16,22,7,9,15,100%,32%
dsgdb9nsd_123602,14,16,12,16,8,4,8,100%,50%
dsgdb9nsd_066779,19,23,15,23,5,10,18,100%,22%
dsgdb9nsd_110057,23,23,15,23,7,8,16,100%,30%
dsgdb9nsd_078954,18,21,13,21,6,7,15,100%,29%
dsgdb9nsd_017774,17,18,15,18,7,8,11,100%,39%
dsgdb9nsd_008273,17,17,12,17,5,7,12,100%,29%
dsgdb9nsd_008836,18,17,13,16,9,4,8,94%,53%
dsgdb9nsd_009760,18,18,11,18,5,6,13,100%,28%
dsgdb9nsd_075318,14,15,11,14,6,5,9,93%,40%
dsgdb9nsd_127408,18,19,12,19,7,5,12,100%,37%
dsgdb9nsd_112404,16,16,12,16,5,7,11,100%,31%
dsgdb9nsd_120968,21,22,14,22,7,7,15,100%,32%
dsgdb9nsd_021831,11,11,10,11,6,4,5,100%,55%
dsgdb9nsd_043763,18,20,14,20,7,7,13,100%,35%
dsgdb9nsd_125803,12,13,9,13,5,4,8,100%,38%
dsgdb9nsd_073817,22,23,13,22,7,6,16,96%,30%
dsgdb9nsd_024548,14,15,13,15,7,6,8,100%,47%
dsgdb9nsd_117057,18,17,11,16,5,6,12,94%,29%
dsgdb9nsd_094108,23,23,15,23,7,8,16,100%,30%
dsgdb9nsd_011759,18,19,11,19,5,6,14,100%,26%
dsgdb9nsd_100710,20,19,14,19,6,8,13,100%,32%
dsgdb9nsd_068278,19,20,13,20,6,7,14,100%,30%
dsgdb9nsd_044513,16,18,14,18,10,4,8,100%,56%
dsgdb9nsd_130512,13,14,12,14,6,6,8,100%,43%
dsgdb9nsd_106019,19,21,10,21,4,6,17,100%,19%
dsgdb9nsd_129127,12,12,12,12,9,3,3,100%,75%
dsgdb9nsd_049501,16,17,13,17,6,7,11,100%,35%
dsgdb9nsd_008635,15,14,8,14,4,4,10,100%,29%
dsgdb9nsd_044940,15,16,13,16,5,8,11,100%,31%
dsgdb9nsd_018037,18,19,14,19,8,6,11,100%,42%
dsgdb9nsd_114567,18,19,12,17,6,6,13,89%,32%
dsgdb9nsd_110011,23,23,15,23,7,8,16,100%,30%
dsgdb9nsd_130438,16,16,13,16,8,5,8,100%,50%
dsgdb9nsd_067982,17,19,11,19,4,7,15,100%,21%
dsgdb9nsd_064591,17,18,14,18,5,9,13,100%,28%
dsgdb9nsd_094569,23,24,12,24,4,8,20,100%,17%
dsgdb9nsd_082105,18,20,15,20,8,7,12,100%,40%
dsgdb9nsd_011762,15,16,10,16,4,6,12,100%,25%
dsgdb9nsd_020989,13,13,10,13,8,2,5,100%,62%
dsgdb9nsd_102247,18,17,13,16,8,5,9,94%,47%
dsgdb9nsd_069197,16,17,11,17,7,4,10,100%,41%
dsgdb9nsd_015668,19,19,13,18,7,6,12,95%,37%
dsgdb9nsd_083837,20,21,14,21,5,9,16,100%,24%
dsgdb9nsd_095156,21,22,15,21,7,8,15,95%,32%
dsgdb9nsd_021434,9,9,8,8,6,2,3,89%,67%
dsgdb9nsd_084836,19,20,14,20,6,8,14,100%,30%
dsgdb9nsd_018115,16,17,12,17,8,4,9,100%,47%
dsgdb9nsd_043502,14,14,10,14,4,6,10,100%,29%
dsgdb9nsd_054935,18,18,13,18,9,4,9,100%,50%
dsgdb9nsd_012397,18,18,12,18,7,5,11,100%,39%
dsgdb9nsd_093828,23,23,16,23,7,9,16,100%,30%
dsgdb9nsd_045269,15,17,14,17,6,8,11,100%,35%
dsgdb9nsd_067705,21,23,16,23,8,8,15,100%,35%
dsgdb9nsd_115372,19,19,15,19,6,9,13,100%,32%
dsgdb9nsd_118567,25,24,18,24,9,9,15,100%,38%
dsgdb9nsd_064885,16,16,14,16,10,4,6,100%,62%
dsgdb9nsd_057524,25,25,12,25,5,7,20,100%,20%
dsgdb9nsd_074146,19,19,11,19,5,6,14,100%,26%
dsgdb9nsd_025952,16,16,13,16,9,4,7,100%,56%
dsgdb9nsd_041760,19,20,16,20,6,10,14,100%,30%
